artist,artist_followers,artist_genre,artist_hot,artist_id,duration,end_fade,key,key_con,loud,mode,mode_con,publish_date,start_fade,temp,time_sig,time_sig_con,track,track_id,track_pop
LOCASH,132869.0,"canadian contemporary country,contemporary country,country rap,country road,modern country rock,redneck",0.58,5IcGbIAgdns0R5EJKHMjCQ,197.82952,0.0,1.0,0.726,-3.699,1.0,0.776,2016-11-23,181.56263,88.986,4.0,0.971,I Know Somebody,6pyshZbArprWRBXLbYVPO9,60.0
The Game Featuring Jeremih,,,,,,,,,,,,2016-11-23,,,,,All Eyez,,
Dae Dae,307577.0,"deep trap,rap,southern hip hop,trap music,viral trap",0.52,41LfjfTCcTCUdykJqNyFw8,181.73914,0.0,6.0,0.579,-4.888,1.0,0.492,2016-11-23,168.86132,138.024,4.0,1.0,"Wat U Mean (Aye, Aye, Aye)",46IdjlVO3EmaMqooXZ1Hcu,55.0
Beyonce,,,,,,,,,,,,2016-11-23,,,,,Hold Up,,
Kehlani,1921271.0,"dance pop,indie r&b,pop,post-teen pop,r&b,rap,urban contemporary",0.82,0cGUm45nv7Z6M6qdXYQGTX,177.02893,0.0,10.0,0.774,-8.318,0.0,0.739,2016-11-23,167.69451,121.48,4.0,0.994,Gangsta,1W7zkKgRv9mrLbfdQ8XyH3,70.0
Adele,12642286.0,pop,0.85,4dpARuHxo51G3z768sgnrY,223.08,0.2542,6.0,0.683,-8.39,0.0,0.632,2016-11-30,217.73932,164.023,4.0,1.0,Send My Love (To Your New Lover),4BHzQ9C00ceJxfG16AlNWb,72.0
Chance The Rapper Featuring Lil Wayne ,,,,,,,,,,,,2016-11-30,,,,,No Problem,,
 2 Chainz,,,,,,,,,,,,2016-11-30,,,,,No Problem,,
Drake Featuring Rihanna,,,,,,,,,,,,2016-11-30,,,,,Too Good,,
Charlie Puth Featuring Selena Gomez,,,,,,,,,,,,2016-11-30,,,,,We Don't Talk Anymore,,
A Tribe Called Quest,860235.0,"alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,jazz rap,pop rap,rap",0.71,09hVIj6vWgoCDtT03h8ZCa,172.01333,0.0,1.0,0.71,-5.471,1.0,0.661,2016-11-30,172.01334,92.601,4.0,1.0,We The People....,3wUX7HpXS382s1DHTRouVk,59.0
The Chainsmokers Featuring XYLO,,,,,,,,,,,,2016-11-30,,,,,Setting Fires,,
Billy Currington,1164491.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.7,1By9QBFnjZAoI83BZppHlt,184.50612,0.20331,3.0,0.433,-4.039,1.0,0.578,2016-11-30,178.92717,161.981,4.0,0.943,It Don't Hurt Like It Used To,0iA1unTbTbDOWUSlbwJ1pS,67.0
Little Mix,4901394.0,"dance pop,girl group,pop,post-teen pop,r&b,talent show",0.88,3e7awlrlDSwF3iM0WBjGMp,246.24,0.1742,5.0,0.394,-4.061,1.0,0.206,2016-11-30,235.2878,126.014,4.0,1.0,Shout Out To My Ex,1pwo8l3Ko7idwaz4LVUEC4,78.0
"DJ Drama Featuring Chris Brown, Skeme ",,,,,,,,,,,,2016-11-30,,,,,Wishing,,
 Lyquin,,,,,,,,,,,,2016-11-30,,,,,Wishing,,
Kiiara,488178.0,"dance pop,electropop,indie poptimism,pop,post-teen pop",0.74,4u5smJBskI6Adzv08PuiUP,225.88236,0.0,8.0,0.021,-9.343,1.0,0.16,2016-12-07,213.78612,113.049,5.0,0.985,Gold,6ZSO7kPn8IMJFymyticbJO,73.0
"Lil Wayne, Wiz Khalifa ",6903690.0,"hip hop,pop rap,rap,trap music",0.92,55Aa2cqylxrFIXC767Z865,243.49098,0.0,9.0,0.229,-4.378,0.0,0.455,2016-12-07,237.01769,169.021,4.0,0.886,Sucker For Pain,4dASQiO1Eoo3RJvt74FtXB,78.0
 Imagine Dragons With Logic ,,,,,,,,,,,,2016-12-07,,,,,Sucker For Pain,,
 Ty Dolla $ign Feat. X Ambassadors,,,,,,,,,,,,2016-12-07,,,,,Sucker For Pain,,
Desiigner,2260902.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music,viral trap",0.75,7pFeBzX627ff0VnN6bxPR4,247.86667,0.33111,10.0,0.465,-5.522,0.0,0.503,2016-12-07,237.23828,145.22,4.0,0.968,Panda,275a9yzwGB6ncAW4SxY7q3,70.0
Tory Lanez,1831689.0,"canadian hip hop,hip hop,indie r&b,pop,pop rap,r&b,rap,southern hip hop,trap music",0.86,2jku7tDXc6XoB6MO2hFuqg,228.64,0.0,11.0,0.5,-8.113,0.0,0.514,2016-12-07,221.46032,190.169,4.0,1.0,Luv,16Ah4QqH4mgYVXqfC4mdSd,69.0
Calvin Harris,14200552.0,"edm,electro house,house,pop,progressive house",0.91,7CajNmpbOovFoOoasH2HaY,219.15964,0.0,4.0,0.058,-3.059,0.0,0.128,2016-12-07,207.08717,119.989,4.0,1.0,My Way,1vvNmPOiUuyCbgWmtc6yfm,77.0
Zara Larsson,,,,,,,,,,,,2016-12-07,,,,,Ain't My Fault,,
Luke Bryan,3416859.0,"contemporary country,country,country road",0.78,0BvkDsjIUla7X0k6CSWh1I,227.41333,0.0,5.0,0.338,-0.698,0.0,0.43,2016-12-07,215.46957,103.991,4.0,1.0,Move,6qoH2pKeEibNUG1pnJIjmZ,61.0
Britney Spears Featuring Tinashe,,,,,,,,,,,,2016-12-07,,,,,Slumber Party,,
Miranda Lambert,1690962.0,"contemporary country,country,country dawn,country road,modern country rock",0.7,66lH4jAE7pqPlOlzUKbwA0,240.28,0.15737,9.0,0.189,-7.775,1.0,0.329,2016-12-07,225.81406,133.647,4.0,0.994,Vice,4Qtw0HNKSbIRT5sWUnbRXc,59.0
Meek Mill Featuring Tory Lanez,,,,,,,,,,,,2016-12-07,,,,,Litty,,
PIKOTARO,7983.0,,0.4,37GBT1Lhfc2sgq4jZIt6n2,124.85293,0.4468,1.0,0.555,-5.509,1.0,0.52,2016-12-07,118.60753,136.045,4.0,1.0,PPAP (Pen-Pineapple-Apple-Pen),4bw49rU057FSUTpGF4pnxq,49.0
Pitbull Featuring Flo Rida ,,,,,,,,,,,,2016-12-07,,,,,Greenlight,,
 LunchMoney Lewis,,,,,,,,,,,,2016-12-07,,,,,Greenlight,,
Eminem,22174416.0,"detroit hip hop,g funk,hip hop,rap",0.95,7dGJo4pcD2V6oG8kP0tJRR,251.7073,0.0,10.0,0.336,-4.343,0.0,0.469,2016-12-07,234.0107,82.019,4.0,0.875,Infinite,01xhMrdCefADl7HSttJaf7,56.0
The Weeknd Featuring Lana Del Rey,,,,,,,,,,,,2016-12-14,,,,,Stargirl Interlude,,
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,198.65333,2.04336,1.0,0.54,-8.101,1.0,0.571,2016-12-14,191.65751,109.919,4.0,1.0,Nothing Without You,57qiTKh8bVX0VtfUNTQqhw,66.0
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,220.17333,2.00853,7.0,0.39,-6.955,0.0,0.093,2016-12-14,207.58059,113.999,4.0,0.98,A Lonely Night,0ifooM33X1iBxVYyOkSbXW,66.0
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,223.29333,0.0,7.0,1.0,-5.053,0.0,0.678,2016-12-14,219.55048,116.971,4.0,0.993,Love To Lay,27BgDmciSjoxTG0almHTpZ,64.0
Kehlani,1921271.0,"dance pop,indie r&b,pop,post-teen pop,r&b,rap,urban contemporary",0.82,0cGUm45nv7Z6M6qdXYQGTX,235.69333,0.10435,5.0,0.232,-6.266,0.0,0.434,2016-12-14,221.44871,120.959,4.0,0.981,Distraction,2wSQyp6VzUopSFBinRo1iD,64.0
Jason Aldean,,,,3FfvYsEGaIb52QPXhg4DcH,,,,,,,,2016-12-14,,,,,A Little More Summertime,3esPcn43N0CytAtcY9V30C,56.0
Kanye West,,,,,,,,,,,,2016-12-14,,,,,Fade,,
Frenship ,,,,,,,,,,,,2016-12-14,,,,,Capsize,,
 Emily Warren,,,,,,,,,,,,2016-12-14,,,,,Capsize,,
Calvin Harris Featuring Rihanna,,,,,,,,,,,,2016-12-21,,,,,This Is What You Came For,,
twenty one pilots,,,,,,,,,,,,2016-12-21,,,,,Ride,,
Rihanna,,,,,,,,,,,,2016-12-21,,,,,Needed Me,,
Drake Featuring WizKid ,,,,,,,,,,,,2016-12-21,,,,,One Dance,,
 Kyla,,,,,,,,,,,,2016-12-21,,,,,One Dance,,
Desiigner,2260902.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music,viral trap",0.75,7pFeBzX627ff0VnN6bxPR4,239.85333,0.0,6.0,0.714,-3.054,1.0,0.639,2016-12-21,233.68562,122.803,4.0,0.971,Tiimmy Turner,3NJG6vMH1ZsectZkocMEm0,73.0
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,265.6,0.0,0.0,0.51,-5.779,1.0,0.558,2016-12-21,261.2419,109.945,4.0,0.956,Secrets,00NAQYOP4AmWR549nnYJZu,71.0
Childish Gambino,4097160.0,"hip hop,pop rap,rap",0.82,73sIBHcqh3Z3NyqHKZ7FOL,379.22667,0.0,5.0,0.354,-11.874,1.0,0.343,2016-12-21,352.84463,117.99,3.0,0.651,Me And Your Mama,4r0GVpjSsKSR1biv4fOoa5,66.0
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,206.01333,0.0,1.0,0.388,-8.237,1.0,0.476,2016-12-21,199.88898,76.669,4.0,0.988,True Colors,1oGdVdYjeQvojGKDddxLQQ,70.0
Cole Swindell,975327.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.71,1mfDfLsMxYcOOZkzBxvSVW,226.30667,3.55265,11.0,0.591,-4.228,1.0,0.612,2016-12-21,216.87438,139.788,4.0,0.854,Middle Of A Memory,38gZVjeaeR3gcnCzziAxBm,67.0
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,232.88,0.0,9.0,0.575,-5.547,0.0,0.401,2016-12-21,230.82957,112.877,4.0,1.0,Rockin',36YCdzT57us0LhDmCYtrNE,68.0
The Weeknd Featuring Future,,,,,,,,,,,,2016-12-21,,,,,All I Know,,
Fifth Harmony,,,,,,,,,,,,2016-12-21,,,,,That's My Girl,,
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,220.30667,0.1268,8.0,0.752,-6.373,0.0,0.632,2016-12-21,207.26132,173.998,4.0,0.997,False Alarm,4oeaIftdpT3JuZLcCkKmVE,68.0
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,221.92,2.76898,7.0,0.836,-7.486,0.0,0.717,2016-12-21,216.74667,149.882,4.0,1.0,Ordinary Life,15k2nBQJ0teDmPZHrOXL2N,66.0
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,530.25333,0.0,11.0,0.471,-10.493,0.0,0.532,2016-12-28,490.20807,78.628,4.0,0.991,4 Your Eyez Only,1vvnYpYEMVB4aq9I6tHIEB,65.0
J. Cole,,,,,,,,,,,,2016-12-28,,,,,She's Mine Pt. 2,,
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,237.42667,0.0,8.0,0.329,-9.496,0.0,0.084,2016-12-28,234.22549,90.039,4.0,1.0,False Prophets,0eneujAc4PxkdjP25Gsue1,60.0
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,161.82667,10.79147,2.0,0.0,-9.858,1.0,0.168,2016-12-28,159.7649,79.252,4.0,0.616,Everybody Dies,1wIQtB3UQ1TfjNMZZqO6eh,61.0
PARTYNEXTDOOR Featuring Drake,,,,,,,,,,,,2016-12-28,,,,,Come And See Me,,
Sundance Head,7745.0,,0.36,3HgDVnEnlN20dfe1vvaBXH,263.01333,0.25052,4.0,0.572,-9.735,1.0,0.485,2016-12-28,246.28245,117.746,3.0,1.0,Darlin' Don't Go,7lOkmIpzOEOufmOQbLlaHW,32.0
Sundance Head,7745.0,,0.36,3HgDVnEnlN20dfe1vvaBXH,207.85333,0.37705,2.0,0.628,-5.531,1.0,0.664,2016-12-28,199.69741,101.667,3.0,0.802,At Last,6FDqlXpko4R2CW2id2IK2T,23.0
Kenny Chesney Featuring P!nk,,,,,,,,,,,,2016-12-28,,,,,Setting The World On Fire,,
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,260.25333,0.0,1.0,0.305,-7.163,0.0,0.511,2016-12-28,245.03438,133.629,4.0,1.0,Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,76.0
Pentatonix,2054438.0,a cappella,0.82,26AHtbjWKiwYzsoGoUZq53,203.37333,0.6615,11.0,0.744,-9.088,0.0,0.813,2017-01-04,190.73451,105.036,4.0,0.654,"Mary, Did You Know?",4z8sz6E4YyFuEkv5o7IJni,71.0
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future ",,,,,,,,,,,,2017-01-04,,,,,Do You Mind,,
 Rick Ross,,,,,,,,,,,,2017-01-04,,,,,Do You Mind,,
Lil Yachty,4354673.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.86,6icQOAFXDZKsumw3YXyusw,243.26984,0.0688,0.0,0.847,-12.686,1.0,0.681,2017-01-04,239.241,130.007,4.0,0.94,1 Night,40yJGQyEaBbIkXpwMFkXip,72.0
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,331.48,0.0,11.0,0.122,-10.653,0.0,0.37,2017-01-04,316.041,107.401,4.0,0.262,Change,3pjUyVbFmM96tYhSaKJwTt,66.0
J. Cole,,,,,,,,,,,,2017-01-04,,,,,She's Mine Pt.1,,
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,194.34667,0.0,7.0,0.734,-8.371,0.0,0.676,2017-01-04,189.19039,119.976,3.0,0.855,Ville Mentality,2z3joGXrdGL2iEjIKQTiN1,64.0
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,127.88,2.64707,10.0,0.279,-11.028,0.0,0.5,2017-01-04,116.86023,111.65,3.0,0.982,For Whom The Bell Tolls,3MWlVSkoLS1e66nlZ2tuWJ,61.0
The Weeknd,13474128.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,237.57333,0.0,6.0,0.631,-8.219,0.0,0.685,2017-01-04,232.3737,140.035,4.0,1.0,Six Feet Under,4mU5iXHeLgbR94siF7p1sY,69.0
The Weeknd Featuring Kendrick Lamar,,,,,,,,,,,,2017-01-04,,,,,Sidewalks,,
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,316.92,0.0,7.0,0.451,-10.045,0.0,0.538,2017-01-04,308.30295,162.039,4.0,1.0,Foldin Clothes,77IAeEz8LEchPN8UNjaTJ2,61.0
Wham! Featuring George Michael,,,,,,,,,,,,2017-01-11,,,,,Careless Whisper,,
George Michael,1261250.0,"dance rock,new wave pop,soft rock",0.75,19ra5tSw0tWufvUp8GotLo,193.2,6.29261,11.0,0.937,-11.994,1.0,0.712,2017-01-11,190.86803,95.846,4.0,0.993,Faith,0HEmnAUT8PHznIAAmVXqFJ,73.0
Young Thug And Travis Scott Featuring Quavo,,,,,,,,,,,,2017-01-11,,,,,Pick Up The Phone,,
Kodak Black,3896033.0,"pop,pop rap,rap,trap music",0.91,46SHBwWsqBkxI7EeeBEQG7,165.29066,0.0,5.0,0.503,-8.372,0.0,0.643,2017-01-11,158.63293,117.532,4.0,0.409,No Flockin,34oWbFBfGEElvgO0a5c9V4,72.0
Nicki Minaj X Mike WiLL Made-It,,,,,,,,,,,,2017-01-11,,,,,Black Barbies,,
Olivia O'Brien,428091.0,"dance pop,electropop,indie poptimism,pop,post-teen pop",0.76,1QRj3hoop9Mv5VvHQkwPEp,175.46671,0.2449,6.0,0.656,-8.993,0.0,0.696,2017-01-11,164.90812,180.293,4.0,1.0,Hate U Love U,6ATgDc6e4sPn84hvJsAmPt,76.0
X Ambassadors,1295860.0,"modern alternative rock,modern rock,pop,pop rock,stomp pop",0.77,3NPpFNZtSTHheNBaWC82rB,193.54667,0.17406,0.0,0.062,-6.169,1.0,0.34,2017-01-18,186.35175,117.055,4.0,1.0,Unsteady,7lGKEWMXVWWTt3X71Bv44I,76.0
DJ ESCO Featuring Future ,,,,,,,,,,,,2017-01-18,,,,,Too Much Sauce,,
 Lil Uzi Vert,,,,,,,,,,,,2017-01-18,,,,,Too Much Sauce,,
Tim McGraw,2499518.0,"contemporary country,country,country road",0.75,6roFdX1y5BYSbp60OTJWMd,213.45333,0.18005,2.0,0.805,-4.693,1.0,0.811,2017-01-18,200.05732,93.035,4.0,0.994,How I'll Always Be,2ZekuYUoEIBrUwHOY0gcgB,53.0
Pentatonix,2054438.0,a cappella,0.82,26AHtbjWKiwYzsoGoUZq53,268.96,0.16871,7.0,0.275,-7.381,0.0,0.498,2017-01-18,254.09596,89.918,3.0,1.0,Hallelujah,0HZk0QsXPhMNAWNDR3rYE8,73.0
Daddy Yankee,9564471.0,"latin,latin hip hop,pop,reggaeton,tropical",0.89,4VMYDCV2IEDYJArk749S6m,234.32,0.44172,6.0,0.551,-4.228,0.0,0.462,2017-01-18,228.41469,88.007,4.0,1.0,Shaky Shaky,7gcMKL3lnDxsp4bIXyv6Zk,67.0
YFN Lucci Featuring Migos ,,,,,,,,,,,,2017-01-18,,,,,Key To The Streets,,
 Trouble,,,,,,,,,,,,2017-01-18,,,,,Key To The Streets,,
Opetaia Foa'i ,2352.0,movie tunes,0.64,759h9uEwoHm8KKq1pGI9RH,141.41333,0.37955,9.0,0.388,-8.907,1.0,0.395,2017-01-18,125.09751,98.034,4.0,0.991,We Know The Way,6YH2r9NyEJTjlRmKOCvxgJ,66.0
 Lin-Manuel Miranda,156101.0,"hollywood,show tunes",0.77,4aXXDj9aZnlshx7mzj3W1N,69.12,2.96054,9.0,0.577,-8.611,1.0,0.594,2017-01-18,69.12,101.034,4.0,0.948,We Know The Way,3HAh7a08YVxEyb8BM645bU,59.0
Young M.A,637688.0,"lgbtq+ hip hop,pop rap,rap,southern hip hop,trap music",0.64,7LvoDJUNGnOrPdGRzVtOJ9,234.52585,0.14508,7.0,0.521,-4.108,1.0,0.357,2017-01-25,225.79084,166.012,4.0,1.0,OOOUUU,0D21XvHcVsIvJM6FcGY2BT,65.0
gnash Featuring Olivia O'Brien,,,,,,,,,,,,2017-01-25,,,,,I Hate U I Love U,,
Florida Georgia Line Featuring Tim McGraw,,,,,,,,,,,,2017-01-25,,,,,May We All,,
Brett Young,277411.0,contemporary country,0.73,0fiWOxhsBsQQvFDtxUQWo0,187.81333,1.01007,5.0,0.491,-5.755,0.0,0.174,2017-01-25,180.73252,88.543,4.0,0.985,Sleep Without You,6zkHymyoD3tIqV7RwCAYUw,67.0
Sam Hunt,1484086.0,contemporary country,0.74,2kucQ9jQwuD8jWdtR9Ef38,231.49333,1.02154,1.0,0.571,-9.412,1.0,0.786,2017-01-25,225.67474,138.525,4.0,0.901,Drinkin' Too Much,6myp8eBOKdeaJm2g8YsOZz,51.0
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,201.66667,2.85025,11.0,0.153,-10.668,1.0,0.274,2017-01-25,185.63193,91.634,4.0,1.0,Immortal,6AGON2BGdPmPMJGiiNuuwl,68.0
Russ,1832593.0,"hip hop,pop,rap",0.84,1z7b1Pr1rSlvWRzsW3HOrS,165.85333,0.0,1.0,0.742,-10.04,0.0,0.735,2017-01-25,149.83256,139.553,4.0,1.0,What They Want,3pndPhlQWjuSoXhcIIdBjv,73.0
Lil Uzi Vert,5306471.0,"rap,trap music",0.89,4O15NlyKLIASxsJ0PrXPfz,163.94449,0.0,0.0,0.284,-7.417,1.0,0.402,2017-02-01,151.35927,81.987,4.0,1.0,You Was Right,2ANLarE8yHVsLWW21nj79M,73.0
Martin Garrix ,8000812.0,"big room,edm,pop,progressive house,tropical house",0.87,60d24wfXkVzDSfLS6hyCjZ,195.70671,0.0,4.0,0.583,-5.88,0.0,0.54,2017-02-01,192.1219,133.99,4.0,1.0,In The Name Of Love,23L5CiUhw2jV1OIMwthR3S,81.0
 Bebe Rexha,,,,,,,,,,,,2017-02-01,,,,,In The Name Of Love,,
Halsey,4388425.0,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.91,26VFTg2z8YR0cCuwLzESi2,226.78667,0.44717,5.0,0.451,-6.935,0.0,0.52,2017-02-01,216.83955,131.994,4.0,0.943,Not Afraid Anymore,0wH7iJqYQnmUU09YGcQPHo,60.0
21 Savage,5164939.0,"hip hop,pop,pop rap,rap,trap music",0.89,1URnnhqYAYcrqrcwql10ft,163.34,0.0,9.0,0.339,-6.452,1.0,0.223,2017-02-01,158.85932,140.998,4.0,1.0,Red Opps,3cqZH3cqvfbV8wVbvHyPbG,61.0
J. Cole,6794620.0,"conscious hip hop,hip hop,pop rap,rap",0.88,6l3HvQ5sa6mXTsMTB19rO5,216.52,0.12195,11.0,0.433,-13.002,0.0,0.358,2017-02-01,210.1522,138.944,4.0,0.996,Neighbors,0utlOiJy2weVl9WTkcEWHy,73.0
A Boogie Wit da Hoodie Featuring DJ SPINKING,,,,,,,,,,,,2017-02-01,,,,,Timeless,,
Chris Stapleton,1100149.0,contemporary country,0.77,4YLtscXsxbVgi031ovDDdh,253.2,0.0,6.0,0.517,-7.411,1.0,0.604,2017-02-01,244.18104,113.038,4.0,0.991,Parachute,5jROdl6MhcmP3O7h2sVgtw,70.0
The Chainsmokers Featuring Phoebe Ryan,,,,,,,,,,,,2017-02-01,,,,,All We Know,,
Steve Aoki ,2804837.0,"big room,dance pop,edm,electro house,pop,tropical house",0.84,77AiFEVeAVj2ORpC85QVJs,198.77447,0.18005,11.0,0.221,-3.515,1.0,0.384,2017-02-01,193.20744,114.991,4.0,1.0,Just Hold On,3EmmCZoqpWOTY1g2GBwJoR,71.0
 Louis Tomlinson,,,,,,,,,,,,2017-02-01,,,,,Just Hold On,,
Travis Scott,3791509.0,"pop,pop rap,rap",0.96,0Y5tJX1MQlPlqiwlOH1tJY,213.86304,0.0,7.0,0.513,-6.054,0.0,0.286,2017-02-01,207.97533,119.054,4.0,0.929,Beibs In The Trap,0ESJlaM8CE1jRWaNtwSNj8,73.0
A Boogie Wit da Hoodie,,,,,,,,,,,,2017-02-01,,,,,My Sh*t,,
Rob $tone Featuring J. Davi$ ,,,,,,,,,,,,2017-02-08,,,,,Chill Bill,,
 Spooks,,,,,,,,,,,,2017-02-08,,,,,Chill Bill,,
Major Lazer Featuring Justin Bieber ,,,,,,,,,,,,2017-02-08,,,,,Cold Water,,
 MO,,,,,,,,,,,,2017-02-08,,,,,Cold Water,,
John Mayer,3254021.0,"neo mellow,pop,pop rock,singer-songwriter",0.84,0hEurMDQu99nJRq8pTxO14,212.32,0.20313,7.0,0.958,-7.884,1.0,1.0,2017-02-08,196.23764,119.97,4.0,0.97,Love On The Weekend,0oiCeOPwm4zhwfyIpAE37y,65.0
Drake Featuring 21 Savage,,,,,,,,,,,,2017-02-08,,,,,Sneakin',,
Old Dominion,410678.0,"contemporary country,country road",0.73,6y8XlgIV8BLlIg1tT1R10i,191.82667,0.20327,11.0,0.775,-3.995,1.0,0.702,2017-02-08,191.82666,166.048,4.0,1.0,Song For Another Time,7px4t7HGiuMUvFkEOpZEwp,65.0
Flume Featuring Tove Lo,,,,,,,,,,,,2017-02-08,,,,,Say It,,
Ugly God,1303263.0,"rap,trap music,underground hip hop,vapor trap",0.68,3Fdm9TFJQCLmC3AWMuGExi,139.67429,0.23819,0.0,0.002,-13.1,0.0,0.158,2017-02-08,124.5112,140.051,4.0,1.0,Water,6HEIBHUirx1J0JkUD24szt,64.0
Wale Featuring Lil Wayne,,,,,,,,,,,,2017-02-08,,,,,Running Back,,
Keith Urban,2789893.0,"australian country,contemporary country,country,country road",0.75,0u2FHSq3ln94y5Q57xazwf,230.6,0.2376,7.0,0.735,-7.787,1.0,0.674,2017-02-15,224.39764,82.407,3.0,0.694,Blue Ain't Your Color,6wycnu8FWXsj68ig7BEot9,69.0
Migos,7841880.0,"pop,rap,trap music",0.87,6oMuImdp5ZcFhWP0ESe6mG,232.70544,0.18041,1.0,0.135,-4.851,1.0,0.276,2017-02-15,225.56444,130.014,4.0,1.0,Call Casting,0jOfl1nZf6sVBTG08Q4brn,58.0
Major Lazer Featuring PARTYNEXTDOOR ,,,,,,,,,,,,2017-02-15,,,,,Run Up,,
 Nicki Minaj,,,,,,,,,,,,2017-02-15,,,,,Run Up,,
Missy Elliott Featuring Lamb,,,,,,,,,,,,2017-02-15,,,,,I'm Better,,
Migos,7841880.0,"pop,rap,trap music",0.87,6oMuImdp5ZcFhWP0ESe6mG,257.54553,0.13347,10.0,0.55,-5.861,0.0,0.559,2017-02-15,251.30957,136.98,4.0,0.942,Get Right Witcha,76Y0gxtTxN0FyDCYh5qYQj,69.0
Granger Smith,180739.0,"canadian contemporary country,contemporary country,country,country road,lift kit,modern country rock,outlaw country,red dirt,redneck,texas country",0.64,4sTFGCigAQIUiEy8wSSQNF,170.09333,4.23764,3.0,0.207,-5.743,1.0,0.46,2017-02-15,162.84735,162.069,4.0,1.0,If The Boot Fits,1LZNdHSaGjV2S9q8BrZwnh,54.0
Carrie Underwood,2930042.0,"contemporary country,country,country dawn,dance pop,pop,post-teen pop",0.75,4xFUf1FHVy696Q1JQZMTRj,204.09333,0.20376,10.0,0.267,-4.129,0.0,0.415,2017-02-15,194.18268,200.179,4.0,0.82,Dirty Laundry,5qRRiqndqXaq2QBudIrkYU,57.0
Andy Grammer,535989.0,"neo mellow,pop,pop rock,post-teen pop,viral pop",0.7,2oX42qP5ineK3hrhBECLmj,198.8985,0.22077,7.0,0.38,-8.446,1.0,0.583,2017-02-15,192.80689,122.052,4.0,1.0,Fresh Eyes,7gg8MoGsKe1dRnSvxVpP00,61.0
Migos Featuring DJ Khaled,,,,,,,,,,,,2017-02-15,,,,,Culture,,
Sia Featuring Sean Paul,,,,,,,,,,,,2017-02-22,,,,,Cheap Thrills,,
The Chainsmokers Featuring Daya,,,,,,,,,,,,2017-02-22,,,,,Don't Let Me Down,,
Sia Featuring Kendrick Lamar,,,,,,,,,,,,2017-02-22,,,,,The Greatest,,
Lady Gaga,6057221.0,"dance pop,pop",0.92,1HY2Jd0NmPuamShAr6KMms,294.57333,0.26721,0.0,0.409,-3.75,1.0,0.343,2017-02-22,290.68481,118.99,4.0,0.892,Bad Romance,5P5cGNzqh6A353N3ShDK6Y,66.0
Fitz And The Tantrums,379850.0,"indie pop,indie poptimism,indietronica,la indie,modern alternative rock,modern rock,pop quebecois",0.67,4AcHt3JxKy59IX7JNNlZn4,193.25333,0.0,8.0,0.683,-3.004,1.0,0.67,2017-02-22,189.32971,139.956,4.0,0.991,HandClap,4qRaZYiaOsSvWC7VgcxrI0,67.0
